Rank,Question_ID,Answer_Index,Answer_Text,Token_Position,Token_LogLikelihood,Token_Probability,Token_Entropy,Overall_AnswerLL,Overall_AnswerProb,Token_Count_in_Answer,SE_before
1,bt_1031--61/61_537330.txt#0_0,2,"the name of the Prime Minister in Yes, Prime Minister is Maggie Beckett.",13,-2.9668335914611816,0.05146601503065576,0.1526911021115956,-17.538253744365647,2.4167580652498987e-08,15,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,2,"the name of the Prime Minister in Yes, Prime Minister is Maggie Beckett.",14,-0.46672046184539795,0.6270553518109904,0.29265956329985393,-17.538253744365647,2.4167580652498987e-08,15,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,3,stephen macdonald,0,-2.935976028442383,0.053078887511958994,0.15583834125150137,-7.479018454439938,0.0005648115318343519,5,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,3,stephen macdonald,1,-0.0978221446275711,0.9068101704730114,0.08870611554576335,-7.479018454439938,0.0005648115318343519,5,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,3,stephen macdonald,2,-3.0177102088928223,0.04891309099143338,0.14760553393335205,-7.479018454439938,0.0005648115318343519,5,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,3,stephen macdonald,3,-1.4175130128860474,0.24231590467566763,0.3434859480070138,-7.479018454439938,0.0005648115318343519,5,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,3,stephen macdonald,4,-0.009997059591114521,0.9900527449047762,0.009897616189159573,-7.479018454439938,0.0005648115318343519,5,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,4,mandy moore,0,-2.460390090942383,0.08540163006629933,0.21012132426544997,-5.992227476090193,0.0024980934049352688,4,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,4,mandy moore,1,-0.11950019001960754,0.887363839202506,0.10604014730122789,-5.992227476090193,0.0024980934049352688,4,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,4,mandy moore,2,-3.393536329269409,0.033589682444614674,0.1139878075644228,-5.992227476090193,0.0024980934049352688,4,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,4,mandy moore,3,-0.01880086585879326,0.9813747680078099,0.018450695270519187,-5.992227476090193,0.0024980934049352688,4,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,5,Tony Blair,0,-2.867616653442383,0.05683422093395498,0.162978758335633,-2.883032452315092,0.05596479468302581,2,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,5,Tony Blair,1,-0.015415798872709274,0.9847024163146443,0.015179974299377364,-2.883032452315092,0.05596479468302581,2,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,6,David Cameron,0,-1.9642962217330933,0.1402545600008138,0.27550150219043595,-2.193932056427002,0.11147754968999497,2,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,6,David Cameron,1,-0.2296358346939087,0.7948229967663665,0.18251984219635842,-2.193932056427002,0.11147754968999497,2,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,7,mike hawkins,0,-4.474306106567383,0.011398128467604162,0.05099871570604084,-6.967852033674717,0.0009416734178543274,4,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,7,mike hawkins,1,-1.208011507987976,0.29879083228001097,0.3609427637755585,-6.967852033674717,0.0009416734178543274,4,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,7,mike hawkins,2,-1.2496776580810547,0.2865971642523385,0.35815407293553375,-6.967852033674717,0.0009416734178543274,4,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,7,mike hawkins,3,-0.035856761038303375,0.9647784774536002,0.0345938312209519,-6.967852033674717,0.0009416734178543274,4,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,8,mandy rice,0,-2.460390090942383,0.08540163006629933,0.21012132426544997,-5.2468641102313995,0.005263999866966728,3,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,8,mandy rice,1,-0.11950019001960754,0.887363839202506,0.10604014730122789,-5.2468641102313995,0.005263999866966728,3,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,8,mandy rice,2,-2.666973829269409,0.06946211178258319,0.18525363414993562,-5.2468641102313995,0.005263999866966728,3,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,9,stephen fletcher-adams,0,-2.935976028442383,0.053078887511958994,0.15583834125150137,-15.237023785710335,2.4134852514592914e-07,7,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,9,stephen fletcher-adams,1,-0.0978221446275711,0.9068101704730114,0.08870611554576335,-15.237023785710335,2.4134852514592914e-07,7,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,9,stephen fletcher-adams,2,-3.8966164588928223,0.020310516784309136,0.0791422938903579,-15.237023785710335,2.4134852514592914e-07,7,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,9,stephen fletcher-adams,3,-1.2532801628112793,0.2855665541160041,0.3578948973359617,-15.237023785710335,2.4134852514592914e-07,7,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,9,stephen fletcher-adams,4,-3.3008711338043213,0.03685105121808376,0.12164057111611727,-15.237023785710335,2.4134852514592914e-07,7,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,9,stephen fletcher-adams,5,-3.6160881519317627,0.02688765144310134,0.09722811771666971,-15.237023785710335,2.4134852514592914e-07,7,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,9,stephen fletcher-adams,6,-0.1363697052001953,0.8725199976720956,0.11898529476381879,-15.237023785710335,2.4134852514592914e-07,7,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,10,Gordon Brown,0,-3.946229934692383,0.019327430267999064,0.07627048378425752,-4.023458756506443,0.017890977267137478,2,2.253578622836697
1,bt_1031--61/61_537330.txt#0_0,10,Gordon Brown,1,-0.07722882181406021,0.9256780140482536,0.07148902230412564,-4.023458756506443,0.017890977267137478,2,2.253578622836697
2,bt_2892--150/150_2107251.txt#0_0,1,Jay sean,0,-4.3277764320373535,0.013196859002818688,0.05711305526931869,-4.669671833515167,0.009375345696471893,2,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,1,Jay sean,1,-0.3418954014778137,0.7104225099676699,0.24289018916427263,-4.669671833515167,0.009375345696471893,2,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,2,1st Week Week ft. Rihanna,0,-3.1187920570373535,0.04421053998895192,0.13788348085487553,-21.784990087151527,3.458589485454338e-10,8,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,2,1st Week Week ft. Rihanna,1,-1.6255184412002563,0.19680961453746998,0.3199176577361715,-21.784990087151527,3.458589485454338e-10,8,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,2,1st Week Week ft. Rihanna,2,-2.7435011863708496,0.06434466937472627,0.17652967666620162,-21.784990087151527,3.458589485454338e-10,8,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,2,1st Week Week ft. Rihanna,3,-3.838444948196411,0.021527051009867366,0.08263040009839183,-21.784990087151527,3.458589485454338e-10,8,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,2,1st Week Week ft. Rihanna,4,-2.189237117767334,0.11200216049184515,0.24519928691888143,-21.784990087151527,3.458589485454338e-10,8,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,2,1st Week Week ft. Rihanna,5,-5.270932674407959,0.005138815495555027,0.027086350403274922,-21.784990087151527,3.458589485454338e-10,8,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,2,1st Week Week ft. Rihanna,6,-0.10554422438144684,0.8998346773348144,0.09497235299083245,-21.784990087151527,3.458589485454338e-10,8,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,2,1st Week Week ft. Rihanna,7,-2.893019437789917,0.05540865678440218,0.16029832099910565,-21.784990087151527,3.458589485454338e-10,8,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,3,zedd ft ariana grande,0,-4.3434014320373535,0.012992260667937745,0.05643060349052338,-14.63288239063695,4.415907050124713e-07,7,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,3,zedd ft ariana grande,1,-0.25798019766807556,0.7726105314456383,0.19931821752278264,-14.63288239063695,4.415907050124713e-07,7,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,3,zedd ft ariana grande,2,-2.7049670219421387,0.06687252913636571,0.18088798588773408,-14.63288239063695,4.415907050124713e-07,7,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,3,zedd ft ariana grande,3,-7.256839752197266,0.0007053335459609853,0.005118492414887943,-14.63288239063695,4.415907050124713e-07,7,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,3,zedd ft ariana grande,4,-0.053763631731271744,0.9476560758571313,0.050949432170284935,-14.63288239063695,4.415907050124713e-07,7,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,3,zedd ft ariana grande,5,-0.007205925416201353,0.9928199750148191,0.007154186591671662,-14.63288239063695,4.415907050124713e-07,7,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,3,zedd ft ariana grande,6,-0.00872442964464426,0.9913135177550086,0.008648644941438412,-14.63288239063695,4.415907050124713e-07,7,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,4,kylie & the cat,0,-3.2105889320373535,0.040332852966845384,0.12949221123284374,-13.701952531933784,1.1202568910669703e-06,6,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,4,kylie & the cat,1,-1.6582071781158447,0.19048017118210717,0.31585558704290495,-13.701952531933784,1.1202568910669703e-06,6,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,4,kylie & the cat,2,-6.020889759063721,0.00242750873594511,0.014615762388289632,-13.701952531933784,1.1202568910669703e-06,6,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,4,kylie & the cat,3,-0.9367530345916748,0.3918982518104523,0.36711187653461347,-13.701952531933784,1.1202568910669703e-06,6,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,4,kylie & the cat,4,-0.20879347622394562,0.8115628253563836,0.16944902338028617,-13.701952531933784,1.1202568910669703e-06,6,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,4,kylie & the cat,5,-1.6667201519012451,0.18886550105178854,0.31478593650194175,-13.701952531933784,1.1202568910669703e-06,6,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,5,G.G. Ftizzy,0,-4.7769951820373535,0.008421265357443837,0.040228343939167285,-17.59212937578559,2.2899989708756694e-08,7,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,5,G.G. Ftizzy,1,-1.4295382499694824,0.23941944866172835,0.34225925954854547,-17.59212937578559,2.2899989708756694e-08,7,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,5,G.G. Ftizzy,2,-4.4519362449646,0.011655976281516862,0.05189166317813261,-17.59212937578559,2.2899989708756694e-08,7,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,5,G.G. Ftizzy,3,-0.030730273574590683,0.9697371015258548,0.02980028632532012,-17.59212937578559,2.2899989708756694e-08,7,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,5,G.G. Ftizzy,4,-3.1286580562591553,0.04377650345854058,0.13696171012041977,-17.59212937578559,2.2899989708756694e-08,7,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,5,G.G. Ftizzy,5,-1.5118807554244995,0.2204948907810914,0.33336198194135896,-17.59212937578559,2.2899989708756694e-08,7,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,5,G.G. Ftizzy,6,-2.262390613555908,0.10410132101711403,0.23551785142788917,-17.59212937578559,2.2899989708756694e-08,7,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,6,2 chainz,0,-3.1187920570373535,0.04421053998895192,0.13788348085487553,-6.985962900798768,0.0009247724036837388,4,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,6,2 chainz,1,-1.1919246912002563,0.3036362951996211,0.36191159729299827,-6.985962900798768,0.0009247724036837388,4,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,6,2 chainz,2,-2.6720938682556152,0.06910737197795937,0.18466138481356517,-6.985962900798768,0.0009247724036837388,4,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,6,2 chainz,3,-0.0031522843055427074,0.9968526789260868,0.0031423629547168443,-6.985962900798768,0.0009247724036837388,4,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,7,Usher,0,-3.4771904945373535,0.03089408632267486,0.10742462319862149,-3.4792540224734694,0.030830401243056072,2,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,7,Usher,1,-0.002063527936115861,0.9979385996739432,0.0020592740789555056,-3.4792540224734694,0.030830401243056072,2,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,8,Miley Cyrus,0,-4.4859795570373535,0.011265846574711212,0.05053835732687379,-5.008174413815141,0.006683092738215622,3,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,8,Miley Cyrus,1,-0.5177350640296936,0.5958686250221856,0.3085020806291468,-5.008174413815141,0.006683092738215622,3,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,8,Miley Cyrus,2,-0.004459792748093605,0.995550137360025,0.004439947182961828,-5.008174413815141,0.006683092738215622,3,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,9,Sky Ferreira,0,-4.3629326820373535,0.012740967598984321,0.05558798383838768,-4.754717418458313,0.008610977652846153,4,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,9,Sky Ferreira,1,-0.3628273606300354,0.6957065294690783,0.25242136376034763,-4.754717418458313,0.008610977652846153,4,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,9,Sky Ferreira,2,-0.02654356136918068,0.9738056226053418,0.025848269205278107,-4.754717418458313,0.008610977652846153,4,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,9,Sky Ferreira,3,-0.0024138144217431545,0.9975890964856869,0.0024079948480709174,-4.754717418458313,0.008610977652846153,4,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,10,Justin Bieber,0,-4.1305108070373535,0.016074665672750902,0.06639658018080996,-4.206980690360069,0.014891261860745875,2,2.2034899018412024
2,bt_2892--150/150_2107251.txt#0_0,10,Justin Bieber,1,-0.07646988332271576,0.9263808133807049,0.07084023261162506,-4.206980690360069,0.014891261860745875,2,2.2034899018412024
3,tc_69--158/158_2486.txt#0_1,1,You Only Live Thrice,0,-2.0255064964294434,0.13192700570544902,0.2672190070108712,-7.139835278736427,0.000792882690348998,5,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,1,You Only Live Thrice,1,-0.2338053286075592,0.7915158863982819,0.18506063181745375,-7.139835278736427,0.000792882690348998,5,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,1,You Only Live Thrice,2,-0.0029651031363755465,0.9970392884403642,0.0029563242212441833,-7.139835278736427,0.000792882690348998,5,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,1,You Only Live Thrice,3,-3.917854070663452,0.019883718048594196,0.07790150559660912,-7.139835278736427,0.000792882690348998,5,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,1,You Only Live Thrice,4,-0.9597042798995972,0.38300613184151033,0.3675726238560868,-7.139835278736427,0.000792882690348998,5,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,2,'You Know My Name',0,-1.2559752464294434,0.2847979645459095,0.35769919360315255,-2.4157970901578665,0.08929613347781326,7,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,2,'You Know My Name',1,-0.3131662905216217,0.7311283227493826,0.2289647446307191,-2.4157970901578665,0.08929613347781326,7,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,2,'You Know My Name',2,-0.32867705821990967,0.7198754570742597,0.2366065474158805,-2.4157970901578665,0.08929613347781326,7,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,2,'You Know My Name',3,-0.385610431432724,0.6800353944990201,0.26222874176228983,-2.4157970901578665,0.08929613347781326,7,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,2,'You Know My Name',4,-0.06154936924576759,0.940306522369695,0.057875273249535925,-2.4157970901578665,0.08929613347781326,7,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,2,'You Know My Name',5,-0.00638149119913578,0.9936388272721367,0.0063408973313567665,-2.4157970901578665,0.08929613347781326,7,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,2,'You Know My Name',6,-0.06443720310926437,0.9375949904635796,0.06041599873473043,-2.4157970901578665,0.08929613347781326,7,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,3,the world is not enough,0,-2.1309752464294434,0.11872145470093608,0.25299248108778927,-6.131401137448847,0.0021735334071399165,5,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,3,the world is not enough,1,-3.972548723220825,0.018825391226633785,0.07478478378149657,-6.131401137448847,0.0021735334071399165,5,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,3,the world is not enough,2,-0.008619248867034912,0.9914177903653018,0.00854527656636442,-6.131401137448847,0.0021735334071399165,5,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,3,the world is not enough,3,-0.01700335368514061,0.9831403874860722,0.016716683630571817,-6.131401137448847,0.0021735334071399165,5,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,3,the world is not enough,4,-0.0022545652464032173,0.9977479743768812,0.0022494878076993498,-6.131401137448847,0.0021735334071399165,5,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,4,2027: A View From The Sky,0,-1.2559752464294434,0.2847979645459095,0.35769919360315255,-16.817656673491,4.968033414036736e-08,9,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,4,2027: A View From The Sky,1,-8.694025993347168,0.0001675839742792145,0.001456979328451944,-16.817656673491,4.968033414036736e-08,9,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,4,2027: A View From The Sky,2,-1.195757508277893,0.3024747402577821,0.3616864416276484,-16.817656673491,4.968033414036736e-08,9,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,4,2027: A View From The Sky,3,-0.0850364938378334,0.9184787649747324,0.0781042137379547,-16.817656673491,4.968033414036736e-08,9,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,4,2027: A View From The Sky,4,-1.0858569145202637,0.33761235697359004,0.3665987121472563,-16.817656673491,4.968033414036736e-08,9,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,4,2027: A View From The Sky,5,-1.8695013523101807,0.15420053438761452,0.28827810746459787,-16.817656673491,4.968033414036736e-08,9,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,4,2027: A View From The Sky,6,-2.194793462753296,0.11138156357091268,0.2444595274966798,-16.817656673491,4.968033414036736e-08,9,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,4,2027: A View From The Sky,7,-0.23917175829410553,0.7872796489498017,0.18829505780849026,-16.817656673491,4.968033414036736e-08,9,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,4,2027: A View From The Sky,8,-0.19753794372081757,0.8207489977660579,0.16212906922962897,-16.817656673491,4.968033414036736e-08,9,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,5,'My Funny Valentine',0,-1.2559752464294434,0.2847979645459095,0.35769919360315255,-10.00283651985228,4.527133442825215e-05,6,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,5,'My Funny Valentine',1,-0.3131662905216217,0.7311283227493826,0.2289647446307191,-10.00283651985228,4.527133442825215e-05,6,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,5,'My Funny Valentine',2,-5.395083427429199,0.004538841719108603,0.024487429638487077,-10.00283651985228,4.527133442825215e-05,6,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,5,'My Funny Valentine',3,-2.8119029998779297,0.0600905312435188,0.16896874496790895,-10.00283651985228,4.527133442825215e-05,6,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,5,'My Funny Valentine',4,-0.20685464143753052,0.8131378379447604,0.16820133580735216,-10.00283651985228,4.527133442825215e-05,6,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,5,'My Funny Valentine',5,-0.01985391415655613,0.9803418769164433,0.019463623368376173,-10.00283651985228,4.527133442825215e-05,6,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,6,the world is your oyster (the girl you choose),0,-2.1309752464294434,0.11872145470093608,0.25299248108778927,-24.305820776615292,2.7804568432872294e-11,12,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,6,the world is your oyster (the girl you choose),1,-3.972548723220825,0.018825391226633785,0.07478478378149657,-24.305820776615292,2.7804568432872294e-11,12,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,6,the world is your oyster (the girl you choose),2,-0.008619248867034912,0.9914177903653018,0.00854527656636442,-24.305820776615292,2.7804568432872294e-11,12,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,6,the world is your oyster (the girl you choose),3,-4.368566036224365,0.012669395001986173,0.05534708860518753,-24.305820776615292,2.7804568432872294e-11,12,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,6,the world is your oyster (the girl you choose),4,-0.002039021346718073,0.9979630560451195,0.0020348678745119786,-24.305820776615292,2.7804568432872294e-11,12,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,6,the world is your oyster (the girl you choose),5,-2.9444494247436523,0.05263102918301805,0.15496940350160388,-24.305820776615292,2.7804568432872294e-11,12,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,6,the world is your oyster (the girl you choose),6,-0.021130092442035675,0.979091583868884,0.020688295576368636,-24.305820776615292,2.7804568432872294e-11,12,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,6,the world is your oyster (the girl you choose),7,-2.452332019805908,0.08609258261015004,0.21112759690265626,-24.305820776615292,2.7804568432872294e-11,12,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,6,the world is your oyster (the girl you choose),8,-4.959146976470947,0.0070189125772352695,0.03480781898551019,-24.305820776615292,2.7804568432872294e-11,12,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,6,the world is your oyster (the girl you choose),9,-0.8932342529296875,0.409329733677342,0.36562733876318854,-24.305820776615292,2.7804568432872294e-11,12,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,6,the world is your oyster (the girl you choose),10,-2.2434747219085693,0.10608923261162272,0.23800851153085378,-24.305820776615292,2.7804568432872294e-11,12,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,6,the world is your oyster (the girl you choose),11,-0.30930501222610474,0.7339568700630833,0.22701653856829554,-24.305820776615292,2.7804568432872294e-11,12,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,7,the living daylights,0,-2.1309752464294434,0.11872145470093608,0.25299248108778927,-3.2494736961089075,0.03879462021926619,4,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,7,the living daylights,1,-1.1014549732208252,0.3323871173497277,0.3661094433393916,-3.2494736961089075,0.03879462021926619,4,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,7,the living daylights,2,-0.014720046892762184,0.9853877633585889,0.01450495398419243,-3.2494736961089075,0.03879462021926619,4,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,7,the living daylights,3,-0.0023234295658767223,0.9976792675073728,0.002318037407388852,-3.2494736961089075,0.03879462021926619,4,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,8,"the 1999 film ""Russo and Steele""",0,-2.1309752464294434,0.11872145470093608,0.25299248108778927,-15.835795260965824,1.326177030467786e-07,13,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,8,"the 1999 film ""Russo and Steele""",1,-1.7342674732208252,0.17652946549623522,0.3061493099751787,-15.835795260965824,1.326177030467786e-07,13,2.17035316404773
3,tc_69--158/158_2486.txt#0_1,8,"the 1999 film ""Russo and Steele""",2,-3.1561570167541504,0.042589096177083466,0.13441787463651936,-15.835795260965824,1.326177030467786e-07,13,2.17035316404773
